@id|@lon|@lat|shop|name|addr:city|addr:postcode|addr:street|addr:housenumber|website|contact:email|phone
1736772249|15.4217578|47.1029370|bakery|Sorger|Graz|8045|Andritzer Reichsstraße|37b|||
1740225866|15.4014109|47.0699321|travel_agency|Ruefa Reisebüro|Graz|8020|Eggenberger Allee|49|http://www.ruefa.at||+43 316 902525
1743682317|15.4523123|47.0722995|kiosk||||||||
1743682318|15.4512317|47.0723034|hairdresser|Filou|Graz|8010|Leonhardstraße|23|||
1747362930|15.4077154|47.0738488|kiosk|Tabak Trafik|Graz|8020|Alte Poststraße|114|||
1749397736|15.3987104|47.0983583|vacant|Auer|||||||
1750247114|15.4439178|47.0678036|vacant||||||||
1750247123|15.4437161|47.0677602|convenience|BoboQ|Graz|8010|Jakominiplatz|11|www.boboq.de||
1750247160|15.4436388|47.0677392|clothes|lady chic|Graz|8010|Jakominiplatz|10|||
1762937740|15.4011330|47.0726570|beauty|Sportbad Eggenberg|||||||
1765438431|15.4368292|47.0430360|alcohol|Murauer Verkaufsshop|||||||
1782556414|15.4235811|47.0713928|bicycle|Radaktiv|Graz|8020|Annenstraße|50|||
1782556415|15.4293873|47.0457573|florist|Hochl|Graz|8020|Triester Straße|162|www.hochl.com|floristik@hochl.com|
1782728945|15.4248590|47.0713481|vacant||||||||
1789077945|15.4169996|47.1009070|chemist|DM|Graz|8045|Weinzöttlstraße|16|https://www.meindm.at||
1789077950|15.4155562|47.1002365|shoes|Deichmann|Graz|8045|Am Arlandgrund|2|||
1789077952|15.4169546|47.1011447|clothes|NKD|Graz|8045|Weinzöttlstraße|14|||
1789077980|15.4158451|47.1003403|clothes|Vögele|Graz|8045|Am Arlandgrund|2|||
1790776943|15.4167995|47.1013796|bed|BettenMax|Graz|8045|Weinzöttlstraße|14|||
1790776944|15.4164392|47.0997060|chemist|Bipa|||||||
1790776945|15.4167210|47.1014889|clothes|C&A Kids|Graz|8045|Weinzöttlstraße|14|||
1790776947|15.4145082|47.0995929|pet_food|Fressnapf|||||||
1790776949|15.4151866|47.1001131|clothes|Huber Outlet|Graz|8045|Am Arlandgrund|2|http://www.hubershop.at/|HSG.F697@huber-shop.com|
1790776950|15.4152594|47.1001329|hairdresser|Klipp|Graz|8045|Am Arlandgrund|2|||
1790776951|15.4165922|47.1016811|books;stationery|Libro|Graz|8045|Weinzöttlstraße|14|||
1790776952|15.4144352|47.0997360|sports|Sport-Tiedje|||||https://www.sport-tiedje.at/sport-tiedje-in-graz||
1790776954|15.4166502|47.1015732|clothes|Takko|Graz|8045|Weinzöttlstraße|14|||
1790776956|15.4168633|47.1012848|variety_store|TEDi|Graz|8045|Weinzöttlstraße|14|||
1795741260|15.4624351|47.0662436|kiosk|Tabaktrafik|Graz|8010|Schörgelgasse|80|stleonhard.heinzelmaennchen.at/data/1317/||
1795799273|15.4984052|47.0586347|florist|Seerosen Kern|Graz|8042|Einödhofweg|20|http://www.biotop-kern.at||
1796976773|15.4205442|47.1023950|vacant||Graz|8045|Grazer Straße|50|||
1798478660|15.4218054|47.1035327|bakery|Wölfl|Graz|8045|Andritzer Reichsstraße|42a|www.woelfl-baecker.at|baeckerei.woelfl@inode.at|
1798786733|15.4181551|47.0986466|convenience|eni|Graz|8045|Weinzöttlstraße|2|||
1798805690|15.4203833|47.1023275|travel_agency|Sky Reisen|Graz|8045|Grazer Straße|48|||
1805062778|15.4318347|47.0651472|convenience|Kavkaz|Graz|8020|Griesplatz||||
1824332897|15.4737559|47.0786652|chemist|Bipa|||||||
1826485807|15.4300292|47.0762076|insurance|Schwarz & Partner|||||||
1826526370|15.4303094|47.0758425|chemist|BIPA|Graz|8020|Lendplatz|36-37|http://www.bipa.at/||
1826530800|15.4306301|47.0755946|hairdresser|Klipp|Graz|8010|Lendplatz|38|https://klipp.at/friseur-salons/314/graz/lendplatz-38||
1826537412|15.4308113|47.0754373|kiosk|Skink|||||||
1826537413|15.4311873|47.0748726|bakery||||||||
1826549274|15.4304188|47.0766694|video_restore|Video Studio|Graz|8020|Keplerstraße|16|||
1826549285|15.4304124|47.0766641|tailor|Yvonne|Graz|8020|Keplerstraße|16|||
1827052947|15.4005117|47.0651113|second_hand|Carla|||||||
1827052980|15.4011286|47.0668342|bakery|Graf|||||||
1827053003|15.4005896|47.0635302|dry_cleaning|Murlasits|||||||
1827053008|15.4006469|47.0638499|hairdresser|Salon Kreiner|Graz|8020|Karl-Morre-Straße|83|http://www.salon-kreiner.at/||
1827508545|15.4283037|47.0770377|convenience|Ariana Markt|Graz|8020|Lendplatz|24|||
1827513800|15.4305037|47.0746837|insurance||Graz|8020|Lendplatz|10|||
1829905091|15.4289025|47.0769588|hairdresser|pölzl|Graz|8020|Lendplatz|27|||
1831327974|15.4237449|47.0663088|bakery|Kara Bâckerei|Graz|8020|Idlhofgasse|67|||
1831331817|15.4254255|47.0649825|model|K + K Modellbahnen|Graz|8020|Kindermanngasse|40|http://www.kuk-modellbahnen.at/||
1838890562|15.4375329|47.0718875|coffee|Nespresso|Graz|8010|Sackstraße|6|||
1838890569|15.4375988|47.0718112|confectionery|Süßer Steirer|Graz|8010|Sackstraße|4|||
1839118930|15.4371351|47.0698704|travel_agency|Springer Reisen|Graz|8010|Albrechtgasse|5|http://www.springerreisen.at||+43316 8060 147
1839226545|15.4251566|47.0749377|kiosk||||||||
1839226591|15.4194774|47.0731713|hardware|Miele Center Fasching|Graz|8020|Keplerstraße|105|www.mielecenter-fasching.at||
1839226600|15.4272477|47.0755657|tailor|Schneiderei Trachtendoktor|Graz|8020|Keplerstraße|40|||
1839226607|15.4268577|47.0754387|solarium|Sun for You|Graz|8020|Keplerstraße|42|||
1839226608|15.4190499|47.0734285|kiosk|Tabak Trafik|Graz|8020|Keplerstraße|116|||
1842008747|15.4516010|47.0618229|vacant||||||||
1842008827|15.4591211|47.0756368|hairdresser||||||||
1852081106|15.4516758|47.0652748|bicycle|Die Radlerei|Graz|8010|Kopernikusgasse|27|http://www.dieradlerei.at/|david@dieradlerei.at|
1852724022|15.4666722|47.0625157|interior_decoration|Zach Parkett|Graz|8010|Plüddemanngasse|77|http://www.zach-boeden.at/||
1852734155|15.4722590|47.0564487|tailor||||||||
1852734156|15.4721779|47.0565306|dry_cleaning||||||||
1852734414|15.4727645|47.0563024|kiosk||||||||
1855071621|15.4379759|47.0662902|copyshop|Repa Copy|Graz|8010|Radetzkystraße|21|http://www.repacopy.at||+4350 208 239
1856083518|15.4622559|47.0371795|bakery|Hubert Auer||8041|Liebenauer Hauptstraße||||
1856083526|15.4550553|47.0474508|bakery||||||||
1858696139|15.4409487|47.0712880|paint|Kaspar Harnisch - Farbenhaus|Graz|8010|Glockenspielplatz|1||info@kasparharnisch.at|
1858696344|15.4423389|47.0698703|hunting|Lechner & Jungl|Graz|8010|Schlossergasse|2|||+43 316 832662-0
1859811045|15.4581142|47.0752217|bakery|Sorger|Graz|8010|Leonhardstraße|89|http://www.sorgerbrot.at||+43316 383669
1865461701|15.4540277|47.0732438|furniture|INSIDE Einrichtungen|Graz|8010|Leonhardstraße|46|http://www.inside-wohnen.at/||+43316 33 77 00
1865461723|15.4599728|47.0751127|bicycle|Steirerbike|Graz|8010|Reiterweg|5|||
1871815124|15.3999058|47.0252247|bicycle|PP Radlshop|Graz|8054|Kärntner Straße|390|||
1871815154|15.3948349|47.0255186|ice_cream||||||||
1878381195|15.4340112|47.0455722|car_parts|Derendinger|||||||
1878440505|15.4391799|47.0726696|clothes|Contessa|Graz|8010|Sporgasse|23|||
1878440508|15.4397633|47.0731076|clothes|Fink|Graz|8010|Sporgasse|32|||
1878440517|15.4395899|47.0732957|clothes|Grüne Erde||||||beratung@grueneerde.com|
1878440520|15.4397319|47.0730901|clothes|Kukuruz|Graz|8010|Sporgasse|32|||
1878440533|15.4392568|47.0728195|clothes|Steirisches Heimatwerk|Graz|8010|Sporgasse|23|||
1878440536|15.4376164|47.0712713|clothes|Wolford|Graz|8010|Hauptplatz|9|||
1878440544|15.4394110|47.0727535|jewelry|il Bijoux|Graz|8010|Sporgasse|26|||
1879146333|15.4521812|47.0723015|butcher|Buchberger|Graz|8010|Leonhardstraße|30|http://www.buchberger.co.at/||
1879146349|15.4446537|47.0669029|clothes|Goldstyle|Graz|8010|Reitschulgasse|10|||
1879146354|15.4529386|47.0728589|hairdresser|NeXt Haircut|Graz|8010|Leonhardstraße|39|||
1879146356|15.4514113|47.0723208|optician|Optik Schrei|Graz|8010|Leonhardstraße|23|http://optik-schrei.at/stores/st-leonhard||+43 316 322256
1886514430|15.4266894|47.0913097|hairdresser|Salon Monika|Graz|8010|Theodor-Körner-Straße|150|||
1888734671|15.4118266|47.0409714|car_parts|Auto Glas Plöb|Graz|8053|Grillweg|6|||
1888734683|15.4521253|47.0388846|car_repair|ctc|Graz|8041|Ziehrerstraße|68a|http://ctc-graz.at/|info@ctc-graz.at|
1888734696|15.4498318|47.0436055|kiosk||||||||
1900063602|15.4731824|47.0557323|massage|Manuela Harmos|Graz|8042|Sankt-Peter-Hauptstraße|69|||
1908136802|15.4037944|47.0705725|bakery|Martin Auer|Graz|8020|Eggenberger Allee|30|||
1908136804|15.4015584|47.0717450|hairdresser|Salon Bernd|Graz|8020|Janzgasse|14|||
1909577936|15.4697554|47.0641229|hairdresser|HairLights|||||||
1909577937|15.4698057|47.0640426|yes|Innenausstatter|||||||
1909577940|15.4697099|47.0641887|yes|Architekt|||||||
1912945746|15.4696369|47.0643045|yes||||||||
1925246707|15.4694630|47.0597579|print_office|Flyeralarm|||||||
1925246708|15.4693789|47.0599806|estate_agent|GWS|Graz||Plüddemanngasse||||
1932223091|15.4404887|47.0631927|vacant||||||||
1932223110|15.4404189|47.0631852|vacant||||||||
1934410765|15.4333514|47.0684675|vacant||Graz|8020|Griesgasse|28|||
1934835250|15.4275189|47.0574178|computer|Peter Liebeg Bürotechnik|Graz|8020|Karlauergürtel|1|http://www.liebeg.at/|office@liebeg.at|
1937270308|15.4310795|47.0849333|kiosk||||||||
1938287971|15.4512718|47.0600349|vacant||Graz|8010|Münzgrabenstraße|84a|||
1940169333|15.3928609|47.0633038|hairdresser|Salon Brigitte|Graz|8052|Handelstraße|38|||
1948158992|15.4422000|47.0562154|electronics|TSF|Graz|8010|Hüttenbrennergasse|30|http://www.tsf.at||
1949072989|15.4363641|47.0698053|clothes|Trash|Graz|8010|Neutorgasse|33|||
1952483272|15.3951988|47.0460916|convenience|Jet|Graz|8053|Straßganger Straße|243|||
1952743702|15.4244237|47.0305686|car_repair|MAN Truck & Bus Vertrieb Österreich AG|||||||
1952743703|15.4248035|47.0306122|car|MAN Truck & Bus Vertrieb Österreich AG|||||||
1955641260|15.4439228|47.0675884|clothes|Beauty Case|||||||
1955641266|15.4441014|47.0676217|clothes|Syndikat|||||||
1959456512|15.4232443|47.0940542|convenience|Billa|Graz|8010|Körösistraße|210|||
1976671741|15.4360611|47.0697812|hairdresser|bamb♀♂o|Graz|8010|Neutorgasse|32|http://www.bambooo.at||
1976671751|15.4366384|47.0695145|clothes|Frauenheil|Graz|8010|Albrechtgasse|9|http://www.frauenheil.at/||
1976671774|15.4374487|47.0702277|vacant||Graz|8010|Albrechtgasse|4|||
1976671775|15.4377460|47.0713974|beverages|Jodl|Graz|8010|Hauptplatz||||
1976671776|15.4360956|47.0696742|optician|Optik Schrei|||||||
1976671777|15.4376986|47.0711380|optician|Pearle|Graz|||8|||
1976671779|15.4365016|47.0696438|furniture|Team 7|||||||
1976671796|15.4380269|47.0711762|florist||Graz|8010|Hauptplatz||||
1976671797|15.4378973|47.0712576|greengrocer|Piber Robert|Graz|8010|Hauptplatz||||
1977178478|15.4362926|47.0700759|optician|Besser Sehen|Graz|8010|Neutorgasse|27|||
1977178490|15.4363117|47.0699932|fabric|Grazer Wollboutique|Graz|8010|Neutorgasse|29|||
1977178509|15.4359598|47.0701602|hairdresser|Haarscharf|Graz|8010|Neutorgasse|24|||
1977178517|15.4361720|47.0702537|clothes|Miedersalon "Gabriele"|Graz|8010|Neutorgasse|21|||
1977178527|15.4360229|47.0699834|clothes|Nowak & Co|Graz|8010|Neutorgasse|28|||
1977862008|15.4794086|47.0787841|hairdresser|Gerald + Astrid|||||||
1978233024|15.4388365|47.0692254|clothes|Annabella|Graz|8010|Schmiedgasse|12|||
1978233025|15.4299129|47.0711053|clothes|Berufsbekleidung|Graz|8020|Annenstraße|14|||
1978233028|15.4297308|47.0711078|hairdresser|Coiffeur|Graz|8020|Annenstraße|16|||
1978233037|15.4296495|47.0709209|bicycle|Fahrrad-Geschäft|Graz|8020|Annenstraße|15|||
1978233050|15.4304530|47.0710846|clothes|Kalsa New Mode|Graz|8020|Annenstraße|10|||
1978233052|15.4294661|47.0711245|clothes|Moda Italiana|Graz|8020|Annenstraße|18|||
1978233053|15.4302651|47.0710839|clothes|Orient Shop|Graz|8020|Annenstraße|10|||
1978233057|15.4406580|47.0684591|bag|O bag|Graz||Stubenberggasse|5|||
1978233061|15.4339807|47.0707862|clothes|Sunshine|Graz|8020|Südtiroler Platz|3|||
1978233064|15.4291523|47.0709285|jewelry|Uhren Miksche|||||||
1978233074|15.4396069|47.0685599|clothes|city classic|Graz|8010|Schmiedgasse|23|||
1988319527|15.4376185|47.0678500|music||Graz|8010|Neutorgasse|47|||
1988646953|15.3976161|47.1051282|chemist|Bipa|||||||
1988646957|15.3980168|47.1051776|electronics|Saturn|||||||
1997302612|15.4424790|47.0677679|vacant|Cafe Johanna|Graz|8010|Jakominiplatz|3|||
2010303917|15.4302497|47.0759110|clothes|Kik|Graz|8020|Lendplatz|40|||
2026013960|15.4222458|47.1135936|bakery|Kern|Graz|8045|Sankt-Veiter-Straße|11|||+43 316 69 20 48
2035459171|15.4234529|47.0711741|vacant||Graz|8020|Annenstraße|51|||
2035459173|15.4240081|47.0711211|furniture|Joka Möbelhaus|Graz|8020|Annenstraße||http://www.joka.at||+437673 7451 323
2037378440|15.4443196|47.0658162|clothes|collage|Graz|8010|Klosterwiesgasse|13|||
2037378445|15.4444473|47.0658479|tailor|escape|||||||
2040396003|15.4400544|47.0664505|chemist|DM|||||||
2040396021|15.4211227|47.0715883|convenience|Himalaya Indian Bazar|Graz|8020|Annenstraße|64|||
2040396056|15.4375751|47.0665305|vacant||Graz|8010|Radetzkystraße|14|||
2040396068|15.4375201|47.0665297|vacant||Graz|8010|Radetzkystraße|14|||
2040396079|15.4397992|47.0664268|vacant||||||||
2041740912|15.4275911|47.0712294|mobile_phone|EU Handy Shop|Graz|8020|Annenstraße|26|||
2041740913|15.4273087|47.0712478|hairdresser|Friedl|Graz|8020|Annenstraße|28|||
2041740915|15.4269249|47.0712612|clothes|NKD|||||||
2041748482|15.4660416|47.0636752|hairdresser|Friseur Christian|Graz|8010|Plüddemanngasse|67b|||
2041748493|15.4658169|47.0636134|furniture|ROTH Handel & Bauhandwerkerservice GmbH|Graz|8010|Plüddemanngasse|67|http://www.roth-online.at/||+43810 001 003
2041906352|15.4335055|47.0720462|art|Hermann Herzele Gallery|Graz|8020|Mariahilferstraße|11|||
2041906353|15.4277330|47.0709834|bag|Brieftasche|Graz|8020|Annenstraße|25|||
2041906354|15.4271177|47.0709917|second_hand|Bring & Kauf|||||||
2041906356|15.4232138|47.0714181|electronics|Hartlauer|Graz|8020|Annenstraße||||+43316 717730
2041906358|15.4238019|47.0713908|clothes|IKK Mode|Graz|8020|Annenstraße|48|||
2041906360|15.4339263|47.0706859|clothes|Tennis & Freizeit|||||||
2041906363|15.4236073|47.0711606|beauty|milla|||||||
2042061473|15.4413259|47.0710375|clothes|Oxyd|Graz|8010|Glockenspielplatz|5|||
2042061561|15.4401082|47.0741752|kiosk|Tabak Tautter|||||||
2050501935|15.4093769|47.0903613|car_repair|Günther Baldasty|Graz|8051|Wiener Straße|208|||
2080488662|15.4427905|47.0676706|florist|Blumen Oswald|||||||
2080488694|15.4407978|47.0581907|convenience|Öcal Market|||||||
2080488699|15.4407268|47.0691478|confectionery|Heindl|Graz|8010|Herrengasse|24|||
2084581718|15.4341126|47.0661722|coffee|JURA Store|Graz|8020|Grieskai|36|http://www.jurastore.at/||+43 316 720027
2086374431|15.4215405|47.1137344|jewelry|Feinheit von Feiertag|Graz|8045|Sankt-Veiter-Straße|13|http://www.feinheit.at||+43 664 5303476
2087267932|15.4202517|47.0859943|kiosk|Tabak Trafik|||||||
2088938141|15.4358189|47.0251748|video||Graz|8055|Triester Straße|391|http://avr.at||
2103860172|15.4231738|47.0685017|hairdresser|Frisör Käfer|||||||
2106896258|15.4503211|47.0720017|cannabis|CBD-Store Graz|Graz|8010|Leonhardstraße|16|https://www.cbd-store.cc/3910502120/location||
2108031295|15.4336933|47.0281752|computer|e-tec Computer & Elektronik|Graz|8055|Triester Straße||||
2113403344|15.4232246|47.0687983|newsagent||||||||
2113940110|15.4462553|47.0674419|tailor|modewɘrkstatt|Graz|8010|Schlögelgasse|10|||
2121793272|15.4207588|47.1029649|dry_cleaning|Stross|Graz|8045|Grazer Straße|39|||
2121793277|15.4374132|47.0705549|clothes|comma,|Graz|8010|Neue-Welt-Gasse|6|||
2125106031|15.4790666|47.0367036|paint|Farben Toyfl|Graz|8042|Maggstraße|15|http://www.farbentoyfl.at||+43 316 401122
2126933458|15.4388175|47.0710440|mobile_phone|Drei|Graz||||https://www.drei.at||+43660 303030
2126933462|15.4387795|47.0710956|shoes|Geox|Graz|8010|Hauptplatz|16|http://www.geox.com/de||
2126933463|15.4365367|47.0694924|tattoo|Mario Barth Tattoo|Graz|8010|Andreas-Hofer-Platz|7|http://www.mariobarthtattoo.com/starlightaustria||
2126933464|15.4388009|47.0692979|clothes|Trachten Schlößl|Graz|8010|Schmiedgasse|12|http://www.bruehl.at/geschaefte/trachten-schloessl|office@bruehl.at|
2127249341|15.4483584|47.0779997|kiosk|Nandos|||||||
2129362661|15.4435378|47.0677052|jewelry|Juwelen Jilka|||||||
2129671876|15.3950517|47.0500406|newsagent||||||||
2132394288|15.4438171|47.0677839|chemist|Bipa|Graz|8010|Jakominiplatz|11|http://www.bipa.at/||
2132394290|15.4404427|47.0670020|hairdresser|Frisiersalon Sandra Müller|Graz|8010|Schmiedgasse|40|||
2132394292|15.4401845|47.0670341|clothes|Knilli|Graz|8010|Joanneumring|9-11|||
2136753422|15.4333499|47.0707661|photo|Digital Camera Graz|Graz|8020|Südtiroler Platz|9|||
2136753440|15.4365864|47.0707717|clothes|Gerstner|Graz|8010|Franziskanerplatz|15|||
2136753443|15.4370241|47.0709178|clothes|Gerstner|Graz|8010|Kapaunplatz|8|||
2136753464|15.4332530|47.0707838|clothes|Viewpoint|Graz|8020|Südtiroler Platz|9|||
2136753476|15.4330814|47.0708059|shoes|Vivobarefoot|Graz|8020|Südtiroler Platz|9|http://www.vivobarefoot.at/||
2138691458|15.4390768|47.0702509|clothes|Mac Shirty|Graz|8010|Landhausgasse|2|http://www.macshirty.at/|office@macshirty.at|
2139181217|15.4593700|47.0642073|doityourself|Lieb Markt Baustoffcenter|Graz|8010|Waltendorfer Gürtel|15|http://www.liebmarkt.at/baumarkt_4.htm||+43316 815150-0
2139240927|15.4423413|47.0678060|jewelry|Delarich|Graz|8010|Am Eisernen Tor|7|||
2139240933|15.4421541|47.0659922|photo_studio|Philipp|Graz|8010|Jakoministraße|12|||
2139240937|15.4436912|47.0627787|bag|Taschnerei Genser|||||||
2139240938|15.4421310|47.0660778|tea|Tee-Paradies|Graz|8010|Jakoministraße|12|http://tee-paradies.at||+43 699 11775777
2139240942|15.4433800|47.0633193|kiosk|Trafik|||||||
2139241113|15.4437079|47.0682107|travel_agency|ruefa|Graz|8010|Opernring|9|https://www.ruefa.at/reisebueros/steiermark/graz/|18010@ruefa.at|
2141640868|15.4342883|47.0784281|hardware|Elektro Baltl|Graz|8010|Körösistraße|10|||
2141640875|15.4314037|47.0636218|deli|Feinkost Handl|||||||
2141640894|15.4316989|47.0670452|vacant||Graz|8020|Griesplatz|36|||
2141640910|15.4378855|47.0706052|bakery|Hubert Auer|Graz|8010|Hauptplatz|3|||
2141640913|15.4314540|47.0637732|vacant||||||||
2141640918|15.4311016|47.0640687|hifi|Zöscher & Söhne|Graz|8020|Griesplatz|16|https://www.redzac.at/zoescher/info/Home||+43 316 71 43 11
2143733882|15.4194857|47.0332771|bicycle|fahrradfinden.at outlet|Graz|8054|Weblinger Gürtel|29|http://www.fahrradfinden.at||
2146043625|15.4543794|47.0695407|hairdresser|Haarmode Karin|Graz|8010|Naglergasse|34|||
2146043629|15.4542651|47.0694628|clothes|Grün Bunter Laden|Graz|8010|Sparbersbachgasse|56|http://www.gruen-bunter-laden.at/||
2147193072|15.4396996|47.0707241|ticket|Zentralkartenbüro|Graz|8010|Herrengasse|7|http://www.zkb.at/|bestellung@zkb.at|
2150821795|15.4417169|47.0691289|clothes|Bermuda|Graz|8010|Hans-Sachs-Gasse|14|||
2150821796|15.4424213|47.0693597|clothes|Be~Be im Palais|||||||
2150821797|15.4421252|47.0693653|clothes|Cellini|||||||
2150821798|15.4422199|47.0694136|clothes|Cocuni|Graz|8010|Hans-Sachs-Gasse|10|||
2150821799|15.4421912|47.0693925|hairdresser|Edel Wildwuchs|Graz|8010|Hans-Sachs-Gasse|10|http://www.wildwuchs-groebl.at/||
2150821800|15.4424111|47.0695234|clothes|Fame|||||||
2150821802|15.4418816|47.0690270|clothes|Marc O'Polo|Graz|8010|Hans-Sachs-Gasse|7|||
2150821803|15.4425529|47.0694566|books|Restbuchbörse|||||||
2150821804|15.4424774|47.0694264|kiosk|Tabak Trafik|||||||
2159367833|15.4327230|47.0456260|hairdresser|Friseursalon Schalk|Graz|8020|Lauzilgasse|21|||+43316 262396
2162796824|15.4261996|47.0712874|vacant||Graz|8020|Annenstraße|34|||
2162796825|15.4263070|47.0712866|bicycle|Re.Use|Graz|8020|Annenstraße|34|||
2167282593|15.4677703|47.0246062|computer|Canon|||||||
2167282607|15.4678470|47.0245206|sewing_machines|Zellweger|||||||
2175852552|15.4024373|47.0881806|photo_studio|fotografie.at Studio Graz|Graz|8051|Plabutscherstraße|63|http://www.fotostudio-graz.com||
2189777471|15.4262550|47.0605394|chemist|dm|Graz|8020|Lazarettgürtel|55|||
2190431293|15.4642684|47.0324054|dry_cleaning|Putzerei Usen|Graz|8041|Liebenauer Hauptstraße|184|||
2190972215|15.4296750|47.0762682|supermarket|Spar|||||||
2192755332|15.4240001|47.1027469|clothes|Kleiderbörse|Graz|8045|Andritzer Reichsstraße|27|||
2194792782|15.4136520|47.0954654|vacant||Graz|8051|Augasse|114a|||
2197778497|15.4295887|47.0574548|motorcycle|Schratter Motorcycle|Graz|8020|Karlauergürtel|9|||
2197778503|15.4336739|47.0579827|car_repair|Deutschmann|Graz|8020|Lagergasse|115|||
2207529020|15.4713635|47.0574963|optician|Brillenstube|||||||
2207529022|15.4841754|47.0473081|fishing|Fischer Freizeit Club|||||||
2207529023|15.4842646|47.0473446|hifi|Hifi Studio|||||||
2207529024|15.4702286|47.0585260|hearing_aids|Hörgereräte Greimel|||||||
2207529026|15.4704190|47.0582839|furniture|Fischer Parkett||||||graz@fischerparkett.com|
2207529027|15.4728606|47.0562678|window_blind|Praun & Partner|||||||
2222611555|15.4263668|47.0543025|newsagent||||||||
2238807928|15.3988489|47.0550260|convenience|Soldatenheim|||||||
2255566390|15.4337848|47.0280743|hairdresser|Klipp|Graz|8055|Triester Straße|371|https://klipp.at/friseur-salons/70/graz-puntigam/triester-stra%C3%9Fe-367||
2255569453|15.4339621|47.0280194|variety_store|TEDi 1-Euro-Discount|Graz|8055|Triester Straße|371|https://www.tedi.com/at/filialfinder/||
2258876987|15.4496879|47.0782910|kiosk||||||||
2258884088|15.4213228|47.0712665|mobile_phone|Handyklinik|Graz|8020|Annenstraße|61|http://graz.handyklinik.eu||+43664 483 5371
2258884096|15.4230349|47.0711868|clothes|Unique|Graz|8020|Annenstraße|53|||
2263171639|15.4515315|47.0763290|copyshop|ÖH Service Center|Graz|8010|Schubertstraße|6a|http://www.oeh-servicecenter.at/||
2279584848|15.4486376|47.0664241|dry_cleaning|Bruno|Graz|8010|Schörgelgasse|6|||
2279770410|15.4303951|47.0584844|computer|mylemon.at|Graz|8020|Triester Straße|2|http://www.mylemon.at||
2279770418|15.4304111|47.0584014|hairdresser|spezial haarstudio|Graz|8020|Triester Straße|2|||
2303554157|15.4673535|47.0795411|bakery|Martin Auer|||||||
2303580701|15.4508410|47.0805172|kiosk|Tabak-Trafik|Graz|8010|Heinrichstraße|51|||
2307853171|15.4048981|47.0727212|mobile_phone|Ali Baba|||||||
2307853208|15.3884226|47.0673911|beauty|Eleganza|||||||
2307853212|15.4064456|47.0736412|dry_cleaning|Fuchsbichler|||||||
2307853247|15.4051403|47.0765739|beauty|Moni|||||||
2307853292|15.4049026|47.0727624|kiosk|Rockets Internet|||||||
2307853313|15.4049043|47.0728631|kiosk|Trafik|||||||
2307853320|15.4023934|47.0719002|supermarket|Vinzi Markt|Graz|8020|Karl-Morre-Straße|9|http://vinzi.at/de/vinzimarkt-graz/||+43 316 58 580
2307853328|15.4079865|47.0730664|second_hand|Vinzi Shop|Graz|8020|Georgigasse|2|http://vinzi.at/de/vinzishop-graz/||
2307853350|15.4052108|47.0735590|vacant||||||||
2307853962|15.4046461|47.0736791|kiosk||||||||
2309348917|15.4077980|47.0737087|mobile_phone|Baran Handy Shop|||||||
2309361215|15.4632301|47.0658905|mobile_phone|Handyhouse|Graz|8010|Plüddemanngasse|34a|||+43 676 6224131
2317129610|15.4436953|47.0664134|greengrocer|Stadtladen pro mente|Graz|8010|Klosterwiesgasse|5|||
2317130945|15.4360006|47.0718302|bicycle|Giga-Sport||||||graz@gigasport.at|
2322317570|15.4372081|47.0696329|vacant||||||||
2322453643|15.4412306|47.0691014|clothes|Calzedonia|Graz|8010|Herrengasse|23|||
2322453650|15.4406931|47.0695066|clothes|Dietmar Haas|Graz|8010|Herrengasse|19|||
2322453660|15.4393968|47.0701883|hairdresser|Landhaus Friseur|Graz|8010|Landhausgasse|1|||
2322453666|15.4413106|47.0690205|confectionery|Daisy Donuts|Graz|8010|Herrengasse|23|||
2330881589|15.4517609|47.0601649|alteration|Änderungsschneiderei Burgi|Graz|8010|Münzgrabenstraße|86|||
2332266893|15.4593476|47.0611821|clothes|Carla|Graz|8010|Petersgasse|80|||
2335597048|15.4397837|47.0717686|vacant||Graz|8010|Färbergasse|11|||
2339465661|15.4289833|47.0457727|funeral_directors|Bestattung Wolf|Graz|8020|Triester Straße|164|||
2341231648|15.4266525|47.0682712|hairdresser|Haarstudio Nevlana|Graz|8020|Elisabethinergasse|20|||
2341231657|15.4266677|47.0684385|convenience|Halici|Graz|8020|Elisabethinergasse|20|||
2341231834|15.4274151|47.0658540|vacant||||||||
2345350469|15.4465619|47.0675202|alteration|Helga Hess|Graz|8010|Schlögelgasse|5|www.helgahess.at|office@helgahess.at|
2345350470|15.4464132|47.0627619|vine; zips|Zipp Fritz|Graz|8010|Brockmanngasse|65||zipp-fritz@aon.at|
2348386324|15.4264354|47.0710230|furniture|Einrichtungsstudio Staudinger|Graz|8020|Annenstraße|31|||
2348386326|15.4444424|47.0679587|hairdresser|Glückssträhne|Graz|8010|Gleisdorfer Gasse|11|||
2348386328|15.4445884|47.0679810|clothes|Indigo|Graz|8010|Gleisdorfer Gasse|11|||
2348386331|15.4327627|47.0825230|dry_cleaning|Wäscherei Putzerei Gabriel|Graz|8010|Theodor-Körner-Straße|47|||
2356351844|15.4215291|47.1040637|chemist|Bipa|Graz|8045|Andritzer Reichsstraße|44|||
2366152076|15.4149878|47.0482869|car|Auto Töglhofer|||||||
2366152077|15.4133981|47.0425929|paint|Farbenfachmarkt|Graz|8053|Kärntner Straße|194|||
